first,second,third,fourth,fifth,sixth,Day_Name,Month,Day,Week,week_cos,week_sin,month_cos,month_sin,day_cos,day_sin
2,4,7,24,32,41,Tuesday,6,29,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.9189578116202306,-0.3943558551133187
8,14,15,22,30,36,Saturday,6,26,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,0.5289640103269624,-0.8486442574947509
1,4,6,32,34,36,Thursday,6,24,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,0.15142777750457667,-0.9884683243281114
7,13,14,23,29,35,Tuesday,6,22,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.2506525322587213,-0.9680771188662041
2,6,20,23,28,31,Saturday,6,19,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.7587581226927911,-0.651372482722222
6,8,9,21,41,42,Thursday,6,17,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.9541392564000488,-0.2993631229733582
5,21,26,33,38,39,Tuesday,6,15,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.994869323391895,0.10116832198743272
1,6,9,16,35,41,Saturday,6,12,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,-0.758758122692791,0.6513724827222223
13,15,17,27,35,42,Thursday,6,10,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,-0.4403941515576344,0.8978045395707416
1,7,22,32,38,42,Tuesday,6,8,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,-0.05064916883871264,0.9987165071710528
1,3,5,9,12,21,Saturday,6,5,22,0.6234898018587369,0.7818314824680271,-1.0,1.2246467991473532e-16,0.5289640103269624,0.8486442574947509
1,6,14,24,32,40,Thursday,6,3,22,0.6234898018587369,0.7818314824680271,-1.0,1.2246467991473532e-16,0.8207634412072763,0.5712682150947923
11,20,24,26,31,37,Tuesday,6,1,22,0.6234898018587369,0.7818314824680271,-1.0,1.2246467991473532e-16,0.9795299412524945,0.20129852008866006
13,23,24,26,27,41,Saturday,5,29,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,0.9189578116202306,-0.3943558551133187
5,11,21,25,31,39,Thursday,5,27,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,0.6889669190756865,-0.72479278722912
1,15,26,29,36,40,Tuesday,5,25,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,0.3473052528448203,-0.9377521321470804
4,14,33,35,36,37,Saturday,5,22,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.2506525322587213,-0.9680771188662041
2,9,15,28,36,42,Thursday,5,20,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.6121059825476627,-0.7907757369376986
2,7,20,22,26,32,Tuesday,5,18,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.8743466161445822,-0.4853019625310808
13,14,21,27,29,40,Saturday,5,15,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.994869323391895,0.10116832198743272
5,12,20,32,40,42,Thursday,5,13,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.8743466161445821,0.48530196253108104
4,11,14,22,26,41,Tuesday,5,11,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.6121059825476626,0.7907757369376989
3,6,8,15,24,36,Saturday,5,8,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,-0.05064916883871264,0.9987165071710528
2,14,19,23,34,41,Thursday,5,6,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.3473052528448203,0.9377521321470804
2,6,8,14,22,29,Tuesday,5,4,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.6889669190756866,0.72479278722912
5,6,11,12,35,41,Saturday,5,1,17,-0.9009688679024196,0.43388373911755707,-0.8660254037844387,0.49999999999999994,0.9795299412524945,0.20129852008866006
5,13,19,27,32,40,Thursday,4,29,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.9189578116202306,-0.3943558551133187
