first,second,third,fourth,fifth,sixth,Day_Name,Month,Day,Week,week_cos,week_sin,month_cos,month_sin,day_cos,day_sin
7,9,10,29,35,42,Tuesday,8,1,31,-0.9009688679024187,0.4338837391175591,-0.5000000000000004,-0.8660254037844385,0.9795299412524945,0.20129852008866006
2,5,10,13,26,42,Saturday,7,29,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.9189578116202306,-0.3943558551133187
3,15,23,25,34,39,Thursday,7,27,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.6889669190756865,-0.72479278722912
6,25,28,31,33,38,Tuesday,7,25,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.3473052528448203,-0.9377521321470804
3,14,17,21,29,37,Saturday,7,22,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.2506525322587213,-0.9680771188662041
2,4,9,10,24,29,Thursday,7,20,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.6121059825476627,-0.7907757369376986
4,5,13,27,31,36,Tuesday,7,18,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.8743466161445822,-0.4853019625310808
1,12,18,19,28,42,Saturday,7,15,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.994869323391895,0.10116832198743272
11,14,17,28,34,36,Thursday,7,13,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.8743466161445821,0.48530196253108104
1,7,8,18,23,31,Tuesday,7,11,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.6121059825476626,0.7907757369376989
4,7,10,33,37,40,Saturday,7,8,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,-0.05064916883871264,0.9987165071710528
1,4,5,27,36,41,Thursday,7,6,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.3473052528448203,0.9377521321470804
5,10,29,32,34,36,Tuesday,7,4,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.6889669190756866,0.72479278722912
11,21,31,32,40,41,Saturday,7,1,26,-0.22252093395631184,-0.9749279121818242,-0.8660254037844388,-0.4999999999999997,0.9795299412524945,0.20129852008866006
4,8,14,21,38,40,Thursday,6,29,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.9189578116202306,-0.3943558551133187
6,10,20,30,34,35,Tuesday,6,27,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.6889669190756865,-0.72479278722912
2,7,13,21,40,41,Saturday,6,24,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,0.15142777750457667,-0.9884683243281114
6,12,13,16,21,27,Thursday,6,22,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.2506525322587213,-0.9680771188662041
11,12,13,14,24,25,Tuesday,6,20,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.6121059825476627,-0.7907757369376986
16,18,29,32,33,39,Saturday,6,17,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.9541392564000488,-0.2993631229733582
2,7,18,20,37,40,Thursday,6,15,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.994869323391895,0.10116832198743272
5,6,8,13,25,36,Tuesday,6,13,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.8743466161445821,0.48530196253108104
2,6,13,19,23,42,Saturday,6,10,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,-0.4403941515576344,0.8978045395707416
3,9,27,35,40,42,Thursday,6,8,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,-0.05064916883871264,0.9987165071710528
1,5,13,25,30,37,Tuesday,6,6,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,0.3473052528448203,0.9377521321470804
20,22,24,28,31,40,Saturday,6,3,22,0.6234898018587369,0.7818314824680271,-1.0,1.2246467991473532e-16,0.8207634412072763,0.5712682150947923
6,9,19,30,31,35,Thursday,6,1,22,0.6234898018587369,0.7818314824680271,-1.0,1.2246467991473532e-16,0.9795299412524945,0.20129852008866006
2,4,5,15,22,25,Tuesday,5,30,22,0.6234898018587369,0.7818314824680271,-0.8660254037844387,0.49999999999999994,0.9795299412524943,-0.20129852008866114
12,15,18,23,27,40,Saturday,5,27,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,0.6889669190756865,-0.72479278722912
2,11,12,16,20,24,Thursday,5,25,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,0.3473052528448203,-0.9377521321470804
1,13,16,21,30,35,Tuesday,5,23,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,-0.05064916883871355,-0.9987165071710528
4,8,17,22,38,41,Saturday,5,20,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.6121059825476627,-0.7907757369376986
1,6,12,25,31,35,Thursday,5,18,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.8743466161445822,-0.4853019625310808
1,4,5,16,31,39,Tuesday,5,16,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.9948693233918952,-0.10116832198743204
14,18,19,20,22,32,Saturday,5,13,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.8743466161445821,0.48530196253108104
6,15,17,21,36,37,Thursday,5,11,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.6121059825476626,0.7907757369376989
1,2,20,37,38,39,Tuesday,5,9,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.2506525322587204,0.9680771188662043
13,18,29,36,38,42,Saturday,5,6,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.3473052528448203,0.9377521321470804
15,30,31,34,40,41,Thursday,5,4,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.6889669190756866,0.72479278722912
5,6,14,27,33,41,Tuesday,5,2,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.9189578116202306,0.39435585511331855
7,15,23,39,40,42,Saturday,4,29,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.9189578116202306,-0.3943558551133187
10,19,23,32,35,39,Thursday,4,27,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.6889669190756865,-0.72479278722912
7,8,9,20,28,37,Tuesday,4,25,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.3473052528448203,-0.9377521321470804
2,4,10,20,28,41,Saturday,4,22,16,-0.22252093395631387,0.9749279121818237,-0.4999999999999998,0.8660254037844387,-0.2506525322587213,-0.9680771188662041
5,7,24,26,33,36,Thursday,4,20,16,-0.22252093395631387,0.9749279121818237,-0.4999999999999998,0.8660254037844387,-0.6121059825476627,-0.7907757369376986
7,14,21,32,35,38,Tuesday,4,18,16,-0.22252093395631387,0.9749279121818237,-0.4999999999999998,0.8660254037844387,-0.8743466161445822,-0.4853019625310808
10,11,12,27,28,32,Tuesday,4,11,15,0.6234898018587354,0.7818314824680284,-0.4999999999999998,0.8660254037844387,-0.6121059825476626,0.7907757369376989
4,5,8,15,16,20,Saturday,4,8,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,-0.05064916883871264,0.9987165071710528
5,12,20,26,28,32,Thursday,4,6,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,0.3473052528448203,0.9377521321470804
4,8,19,27,31,33,Tuesday,4,4,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,0.6889669190756866,0.72479278722912
8,10,16,34,38,41,Saturday,4,1,13,0.6234898018587346,-0.781831482468029,-0.4999999999999998,0.8660254037844387,0.9795299412524945,0.20129852008866006
3,13,18,23,24,34,Thursday,3,30,13,0.6234898018587346,-0.781831482468029,6.123233995736766e-17,1.0,0.9795299412524943,-0.20129852008866114
3,23,25,26,33,38,Tuesday,3,28,13,0.6234898018587346,-0.781831482468029,6.123233995736766e-17,1.0,0.8207634412072763,-0.5712682150947924
1,4,6,8,14,41,Saturday,3,25,12,-0.2225209339563148,-0.9749279121818235,6.123233995736766e-17,1.0,0.3473052528448203,-0.9377521321470804
4,12,20,24,31,41,Thursday,3,23,12,-0.2225209339563148,-0.9749279121818235,6.123233995736766e-17,1.0,-0.05064916883871355,-0.9987165071710528
3,7,12,15,21,38,Tuesday,3,21,12,-0.2225209339563148,-0.9749279121818235,6.123233995736766e-17,1.0,-0.44039415155763423,-0.8978045395707417
4,18,21,24,36,40,Saturday,3,18,11,-0.90096886790242,-0.4338837391175562,6.123233995736766e-17,1.0,-0.8743466161445822,-0.4853019625310808
6,17,21,23,28,29,Thursday,3,16,11,-0.90096886790242,-0.4338837391175562,6.123233995736766e-17,1.0,-0.9948693233918952,-0.10116832198743204
14,19,20,31,34,41,Tuesday,3,14,11,-0.90096886790242,-0.4338837391175562,6.123233995736766e-17,1.0,-0.9541392564000488,0.29936312297335804
3,5,9,16,18,31,Saturday,3,11,10,-0.9009688679024189,0.43388373911755845,6.123233995736766e-17,1.0,-0.6121059825476626,0.7907757369376989
7,8,10,20,28,36,Thursday,3,9,10,-0.9009688679024189,0.43388373911755845,6.123233995736766e-17,1.0,-0.2506525322587204,0.9680771188662043
3,18,22,31,34,39,Tuesday,3,7,10,-0.9009688679024189,0.43388373911755845,6.123233995736766e-17,1.0,0.1514277775045767,0.9884683243281114
8,16,25,35,37,41,Saturday,3,4,9,-0.2225209339563141,0.9749279121818237,6.123233995736766e-17,1.0,0.6889669190756866,0.72479278722912
1,6,8,10,22,36,Thursday,3,2,9,-0.2225209339563141,0.9749279121818237,6.123233995736766e-17,1.0,0.9189578116202306,0.39435585511331855
2,20,25,29,33,37,Tuesday,2,28,9,-0.2225209339563141,0.9749279121818237,0.5000000000000001,0.8660254037844386,0.8207634412072763,-0.5712682150947924
3,19,27,28,35,42,Saturday,2,25,8,0.6234898018587337,0.7818314824680296,0.5000000000000001,0.8660254037844386,0.3473052528448203,-0.9377521321470804
4,5,11,16,17,33,Thursday,2,23,8,0.6234898018587337,0.7818314824680296,0.5000000000000001,0.8660254037844386,-0.05064916883871355,-0.9987165071710528
3,8,21,23,25,34,Tuesday,2,21,8,0.6234898018587337,0.7818314824680296,0.5000000000000001,0.8660254037844386,-0.44039415155763423,-0.8978045395707417
10,11,16,17,21,29,Saturday,2,18,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.8743466161445822,-0.4853019625310808
22,28,29,30,37,41,Thursday,2,16,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.9948693233918952,-0.10116832198743204
21,24,26,27,31,40,Tuesday,2,14,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.9541392564000488,0.29936312297335804
8,10,15,18,20,32,Saturday,2,11,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,-0.6121059825476626,0.7907757369376989
7,8,11,22,25,34,Thursday,2,9,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,-0.2506525322587204,0.9680771188662043
3,7,12,18,31,40,Tuesday,2,7,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,0.1514277775045767,0.9884683243281114
1,3,4,10,18,23,Saturday,2,4,5,-0.2225209339563146,-0.9749279121818236,0.5000000000000001,0.8660254037844386,0.6889669190756866,0.72479278722912
7,15,20,27,30,37,Thursday,2,2,5,-0.2225209339563146,-0.9749279121818236,0.5000000000000001,0.8660254037844386,0.9189578116202306,0.39435585511331855
2,10,15,29,31,36,Tuesday,1,31,5,-0.2225209339563146,-0.9749279121818236,0.8660254037844387,0.49999999999999994,1.0,-2.4492935982947064e-16
8,13,14,17,25,35,Saturday,1,28,4,-0.9009688679024191,-0.433883739117558,0.8660254037844387,0.49999999999999994,0.8207634412072763,-0.5712682150947924
3,4,6,9,32,39,Thursday,1,26,4,-0.9009688679024191,-0.433883739117558,0.8660254037844387,0.49999999999999994,0.5289640103269624,-0.8486442574947509
3,6,8,29,31,32,Tuesday,1,24,4,-0.9009688679024191,-0.433883739117558,0.8660254037844387,0.49999999999999994,0.15142777750457667,-0.9884683243281114
1,17,28,34,38,39,Saturday,1,21,3,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,-0.44039415155763423,-0.8978045395707417
2,4,23,30,31,40,Thursday,1,19,3,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,-0.7587581226927911,-0.651372482722222
1,15,27,31,36,37,Tuesday,1,17,3,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,-0.9541392564000488,-0.2993631229733582
1,9,14,18,22,37,Saturday,1,14,2,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,-0.9541392564000488,0.29936312297335804
7,15,16,17,28,30,Thursday,1,12,2,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,-0.758758122692791,0.6513724827222223
11,12,13,22,29,32,Tuesday,1,10,2,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,-0.4403941515576344,0.8978045395707416
4,6,12,15,17,31,Saturday,1,7,1,0.6234898018587336,0.7818314824680298,0.8660254037844387,0.49999999999999994,0.1514277775045767,0.9884683243281114
2,6,9,32,39,41,Thursday,1,5,1,0.6234898018587336,0.7818314824680298,0.8660254037844387,0.49999999999999994,0.5289640103269624,0.8486442574947509
11,15,16,17,32,33,Tuesday,1,3,1,0.6234898018587336,0.7818314824680298,0.8660254037844387,0.49999999999999994,0.8207634412072763,0.5712682150947923
6,15,17,24,29,33,Saturday,12,31,52,-0.9009688679024214,0.43388373911755335,1.0,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16
4,6,8,13,21,34,Thursday,12,29,52,-0.9009688679024214,0.43388373911755335,1.0,-2.4492935982947064e-16,0.9189578116202306,-0.3943558551133187
11,14,30,33,37,40,Tuesday,12,27,52,-0.9009688679024214,0.43388373911755335,1.0,-2.4492935982947064e-16,0.6889669190756865,-0.72479278722912
1,2,6,8,9,28,Saturday,12,24,51,-0.22252093395631267,0.974927912181824,1.0,-2.4492935982947064e-16,0.15142777750457667,-0.9884683243281114
2,4,31,35,36,40,Thursday,12,22,51,-0.22252093395631267,0.974927912181824,1.0,-2.4492935982947064e-16,-0.2506525322587213,-0.9680771188662041
1,9,13,25,29,39,Tuesday,12,20,51,-0.22252093395631267,0.974927912181824,1.0,-2.4492935982947064e-16,-0.6121059825476627,-0.7907757369376986
1,3,17,23,25,37,Saturday,12,17,50,0.6234898018587349,0.7818314824680287,1.0,-2.4492935982947064e-16,-0.9541392564000488,-0.2993631229733582
12,14,18,26,31,40,Thursday,12,15,50,0.6234898018587349,0.7818314824680287,1.0,-2.4492935982947064e-16,-0.994869323391895,0.10116832198743272
1,20,24,28,35,41,Tuesday,12,13,50,0.6234898018587349,0.7818314824680287,1.0,-2.4492935982947064e-16,-0.8743466161445821,0.48530196253108104
3,15,18,20,22,28,Saturday,12,10,49,1.0,-1.7145055188062944e-15,1.0,-2.4492935982947064e-16,-0.4403941515576344,0.8978045395707416
2,5,16,32,36,42,Thursday,12,8,49,1.0,-1.7145055188062944e-15,1.0,-2.4492935982947064e-16,-0.05064916883871264,0.9987165071710528
8,20,21,23,29,42,Tuesday,12,6,49,1.0,-1.7145055188062944e-15,1.0,-2.4492935982947064e-16,0.3473052528448203,0.9377521321470804
2,7,19,27,32,39,Saturday,12,3,48,0.6234898018587323,-0.7818314824680308,1.0,-2.4492935982947064e-16,0.8207634412072763,0.5712682150947923
5,12,23,26,32,33,Thursday,12,1,48,0.6234898018587323,-0.7818314824680308,1.0,-2.4492935982947064e-16,0.9795299412524945,0.20129852008866006
6,7,11,12,36,42,Tuesday,11,29,48,0.6234898018587323,-0.7818314824680308,0.8660254037844384,-0.5000000000000004,0.9189578116202306,-0.3943558551133187
5,25,29,30,40,41,Saturday,11,26,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,0.5289640103269624,-0.8486442574947509
5,6,12,15,22,24,Thursday,11,24,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,0.15142777750457667,-0.9884683243281114
5,25,26,29,33,41,Tuesday,11,22,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,-0.2506525322587213,-0.9680771188662041
1,5,15,20,31,32,Saturday,11,19,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.7587581226927911,-0.651372482722222
6,8,27,35,36,37,Thursday,11,17,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.9541392564000488,-0.2993631229733582
11,16,20,22,25,40,Tuesday,11,15,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.994869323391895,0.10116832198743272
4,5,12,14,15,39,Saturday,11,12,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,-0.758758122692791,0.6513724827222223
3,16,18,21,30,36,Thursday,11,10,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,-0.4403941515576344,0.8978045395707416
12,15,29,31,33,38,Tuesday,11,8,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,-0.05064916883871264,0.9987165071710528
3,4,19,34,35,39,Saturday,11,5,44,-0.22252093395630598,0.9749279121818255,0.8660254037844384,-0.5000000000000004,0.5289640103269624,0.8486442574947509
1,15,18,19,24,28,Thursday,11,3,44,-0.22252093395630598,0.9749279121818255,0.8660254037844384,-0.5000000000000004,0.8207634412072763,0.5712682150947923
2,10,14,30,34,35,Tuesday,11,1,44,-0.22252093395630598,0.9749279121818255,0.8660254037844384,-0.5000000000000004,0.9795299412524945,0.20129852008866006
8,12,14,22,32,33,Saturday,10,29,43,0.6234898018587347,0.7818314824680289,0.5000000000000001,-0.8660254037844386,0.9189578116202306,-0.3943558551133187
1,6,7,16,31,42,Thursday,10,27,43,0.6234898018587347,0.7818314824680289,0.5000000000000001,-0.8660254037844386,0.6889669190756865,-0.72479278722912
2,6,12,16,38,40,Tuesday,10,25,43,0.6234898018587347,0.7818314824680289,0.5000000000000001,-0.8660254037844386,0.3473052528448203,-0.9377521321470804
2,9,10,21,31,41,Saturday,10,22,42,1.0,-1.4695761589768238e-15,0.5000000000000001,-0.8660254037844386,-0.2506525322587213,-0.9680771188662041
12,18,24,25,30,34,Thursday,10,20,42,1.0,-1.4695761589768238e-15,0.5000000000000001,-0.8660254037844386,-0.6121059825476627,-0.7907757369376986
2,5,13,16,22,35,Tuesday,10,18,42,1.0,-1.4695761589768238e-15,0.5000000000000001,-0.8660254037844386,-0.8743466161445822,-0.4853019625310808
2,15,17,18,23,31,Saturday,10,15,41,0.6234898018587324,-0.7818314824680307,0.5000000000000001,-0.8660254037844386,-0.994869323391895,0.10116832198743272
1,3,6,11,30,32,Thursday,10,13,41,0.6234898018587324,-0.7818314824680307,0.5000000000000001,-0.8660254037844386,-0.8743466161445821,0.48530196253108104
10,13,21,25,29,30,Tuesday,10,11,41,0.6234898018587324,-0.7818314824680307,0.5000000000000001,-0.8660254037844386,-0.6121059825476626,0.7907757369376989
5,9,22,29,30,38,Saturday,10,8,40,-0.22252093395631578,-0.9749279121818233,0.5000000000000001,-0.8660254037844386,-0.05064916883871264,0.9987165071710528
16,17,19,20,24,29,Thursday,10,6,40,-0.22252093395631578,-0.9749279121818233,0.5000000000000001,-0.8660254037844386,0.3473052528448203,0.9377521321470804
1,6,10,22,24,42,Tuesday,10,4,40,-0.22252093395631578,-0.9749279121818233,0.5000000000000001,-0.8660254037844386,0.6889669190756866,0.72479278722912
2,3,19,20,31,38,Saturday,10,1,39,-0.9009688679024197,-0.4338837391175569,0.5000000000000001,-0.8660254037844386,0.9795299412524945,0.20129852008866006
27,32,34,36,40,42,Thursday,9,29,39,-0.9009688679024197,-0.4338837391175569,-1.8369701987210297e-16,-1.0,0.9189578116202306,-0.3943558551133187
4,17,24,27,30,39,Tuesday,9,27,39,-0.9009688679024197,-0.4338837391175569,-1.8369701987210297e-16,-1.0,0.6889669190756865,-0.72479278722912
1,5,7,16,25,27,Saturday,9,24,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,0.15142777750457667,-0.9884683243281114
14,15,18,31,40,41,Thursday,9,22,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.2506525322587213,-0.9680771188662041
4,5,10,14,15,36,Tuesday,9,20,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.6121059825476627,-0.7907757369376986
10,14,19,25,31,32,Saturday,9,17,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.9541392564000488,-0.2993631229733582
2,7,18,33,38,42,Thursday,9,15,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.994869323391895,0.10116832198743272
9,16,17,34,37,38,Tuesday,9,13,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.8743466161445821,0.48530196253108104
8,23,25,33,34,35,Saturday,9,10,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,-0.4403941515576344,0.8978045395707416
2,4,20,22,26,31,Thursday,9,8,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,-0.05064916883871264,0.9987165071710528
4,17,19,25,40,41,Tuesday,9,6,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,0.3473052528448203,0.9377521321470804
6,13,16,17,21,22,Saturday,9,3,35,1.0,-1.2246467991473533e-15,-1.8369701987210297e-16,-1.0,0.8207634412072763,0.5712682150947923
13,17,23,29,30,34,Thursday,9,1,35,1.0,-1.2246467991473533e-15,-1.8369701987210297e-16,-1.0,0.9795299412524945,0.20129852008866006
8,15,19,26,32,36,Tuesday,8,30,35,1.0,-1.2246467991473533e-15,-0.5000000000000004,-0.8660254037844385,0.9795299412524943,-0.20129852008866114
3,13,17,20,37,41,Saturday,8,27,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,0.6889669190756865,-0.72479278722912
11,16,32,35,39,40,Thursday,8,25,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,0.3473052528448203,-0.9377521321470804
2,20,30,33,34,37,Tuesday,8,23,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,-0.05064916883871355,-0.9987165071710528
1,6,7,12,31,32,Saturday,8,20,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.6121059825476627,-0.7907757369376986
1,3,14,19,37,40,Thursday,8,18,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.8743466161445822,-0.4853019625310808
18,21,33,34,35,41,Tuesday,8,16,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.9948693233918952,-0.10116832198743204
3,5,14,15,26,28,Saturday,8,13,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,-0.8743466161445821,0.48530196253108104
7,8,9,23,27,28,Thursday,8,11,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,-0.6121059825476626,0.7907757369376989
2,12,14,15,37,40,Tuesday,8,9,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,-0.2506525322587204,0.9680771188662043
1,10,11,12,31,34,Saturday,8,6,31,-0.9009688679024187,0.4338837391175591,-0.5000000000000004,-0.8660254037844385,0.3473052528448203,0.9377521321470804
5,12,13,27,33,35,Thursday,8,4,31,-0.9009688679024187,0.4338837391175591,-0.5000000000000004,-0.8660254037844385,0.6889669190756866,0.72479278722912
6,17,18,22,35,39,Tuesday,8,2,31,-0.9009688679024187,0.4338837391175591,-0.5000000000000004,-0.8660254037844385,0.9189578116202306,0.39435585511331855
16,20,21,33,39,40,Saturday,7,30,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.9795299412524943,-0.20129852008866114
4,12,15,24,36,42,Thursday,7,28,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.8207634412072763,-0.5712682150947924
15,23,26,31,33,36,Tuesday,7,26,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.5289640103269624,-0.8486442574947509
2,10,11,19,26,34,Saturday,7,23,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.05064916883871355,-0.9987165071710528
2,4,12,18,37,39,Thursday,7,21,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.44039415155763423,-0.8978045395707417
5,6,9,31,33,36,Tuesday,7,19,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.7587581226927911,-0.651372482722222
10,13,14,22,34,40,Saturday,7,16,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.9948693233918952,-0.10116832198743204
4,5,8,10,11,25,Thursday,7,14,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.9541392564000488,0.29936312297335804
7,12,13,18,29,35,Tuesday,7,12,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.758758122692791,0.6513724827222223
7,20,23,26,35,38,Saturday,7,9,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,-0.2506525322587204,0.9680771188662043
2,3,6,17,31,36,Thursday,7,7,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.1514277775045767,0.9884683243281114
4,6,9,18,30,39,Tuesday,7,5,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.5289640103269624,0.8486442574947509
5,23,24,25,38,42,Saturday,7,2,26,-0.22252093395631184,-0.9749279121818242,-0.8660254037844388,-0.4999999999999997,0.9189578116202306,0.39435585511331855
2,14,20,34,39,40,Thursday,6,30,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.9795299412524943,-0.20129852008866114
2,3,22,28,35,42,Tuesday,6,28,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.8207634412072763,-0.5712682150947924
8,10,24,34,35,36,Saturday,6,25,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,0.3473052528448203,-0.9377521321470804
16,17,32,34,35,37,Thursday,6,23,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.05064916883871355,-0.9987165071710528
15,18,23,30,37,40,Tuesday,6,21,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.44039415155763423,-0.8978045395707417
3,8,10,30,36,38,Saturday,6,18,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.8743466161445822,-0.4853019625310808
3,19,30,31,34,42,Thursday,6,16,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.9948693233918952,-0.10116832198743204
