Date,first,second,third,fourth,fifth,sixth,Day_Name,Month,Day,Week,week_cos,week_sin,month_cos,month_sin,day_cos,day_sin
2009-02-17,3,12,14,15,16,18,Tuesday,2,17,8,0.6234898018587337,0.7818314824680296,0.5000000000000001,0.8660254037844386,-0.9541392564000488,-0.2993631229733582
2009-02-14,7,9,17,18,29,40,Saturday,2,14,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.9541392564000488,0.29936312297335804
2009-02-10,2,3,14,15,28,32,Tuesday,2,10,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.4403941515576344,0.8978045395707416
2009-02-07,8,12,14,16,24,29,Saturday,2,7,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,0.1514277775045767,0.9884683243281114
2009-02-03,6,10,11,15,19,21,Tuesday,2,3,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,0.8207634412072763,0.5712682150947923
2009-01-31,7,17,30,38,39,41,Saturday,1,31,5,-0.2225209339563146,-0.9749279121818236,0.8660254037844387,0.49999999999999994,1.0,-2.4492935982947064e-16
2009-01-27,5,8,29,32,38,41,Tuesday,1,27,5,-0.2225209339563146,-0.9749279121818236,0.8660254037844387,0.49999999999999994,0.6889669190756865,-0.72479278722912
2009-01-24,2,3,15,20,21,22,Saturday,1,24,4,-0.9009688679024191,-0.433883739117558,0.8660254037844387,0.49999999999999994,0.15142777750457667,-0.9884683243281114
2009-01-20,2,5,10,27,31,37,Tuesday,1,20,4,-0.9009688679024191,-0.433883739117558,0.8660254037844387,0.49999999999999994,-0.6121059825476627,-0.7907757369376986
2009-01-17,2,4,6,14,15,31,Saturday,1,17,3,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,-0.9541392564000488,-0.2993631229733582
2009-01-13,1,8,32,34,38,40,Tuesday,1,13,3,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,-0.8743466161445821,0.48530196253108104
2009-01-10,1,4,12,24,31,41,Saturday,1,10,2,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,-0.4403941515576344,0.8978045395707416
2009-01-06,18,20,22,29,39,42,Tuesday,1,6,2,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,0.3473052528448203,0.9377521321470804
2009-01-03,6,7,22,33,39,41,Saturday,1,3,1,0.6234898018587336,0.7818314824680298,0.8660254037844387,0.49999999999999994,0.8207634412072763,0.5712682150947923
2008-12-30,8,12,17,23,25,35,Tuesday,12,30,1,0.6234898018587336,0.7818314824680298,1.0,-2.4492935982947064e-16,0.9795299412524943,-0.20129852008866114
2008-12-27,5,9,15,22,35,40,Saturday,12,27,52,-0.9009688679024214,0.43388373911755335,1.0,-2.4492935982947064e-16,0.6889669190756865,-0.72479278722912
2008-12-23,16,21,33,37,38,40,Tuesday,12,23,52,-0.9009688679024214,0.43388373911755335,1.0,-2.4492935982947064e-16,-0.05064916883871355,-0.9987165071710528
2008-12-20,1,18,20,26,33,36,Saturday,12,20,51,-0.22252093395631267,0.974927912181824,1.0,-2.4492935982947064e-16,-0.6121059825476627,-0.7907757369376986
2008-12-16,8,11,25,35,38,42,Tuesday,12,16,51,-0.22252093395631267,0.974927912181824,1.0,-2.4492935982947064e-16,-0.9948693233918952,-0.10116832198743204
2008-12-13,9,11,17,20,31,41,Saturday,12,13,50,0.6234898018587349,0.7818314824680287,1.0,-2.4492935982947064e-16,-0.8743466161445821,0.48530196253108104
2008-12-09,20,24,26,31,37,41,Tuesday,12,9,50,0.6234898018587349,0.7818314824680287,1.0,-2.4492935982947064e-16,-0.2506525322587204,0.9680771188662043
2008-12-06,4,12,18,19,40,41,Saturday,12,6,49,1.0,-1.7145055188062944e-15,1.0,-2.4492935982947064e-16,0.3473052528448203,0.9377521321470804
2008-12-02,2,5,13,17,31,38,Tuesday,12,2,49,1.0,-1.7145055188062944e-15,1.0,-2.4492935982947064e-16,0.9189578116202306,0.39435585511331855
2008-11-29,6,12,18,25,26,34,Saturday,11,29,48,0.6234898018587323,-0.7818314824680308,0.8660254037844384,-0.5000000000000004,0.9189578116202306,-0.3943558551133187
2008-11-25,8,9,14,23,29,30,Tuesday,11,25,48,0.6234898018587323,-0.7818314824680308,0.8660254037844384,-0.5000000000000004,0.3473052528448203,-0.9377521321470804
2008-11-22,4,10,11,28,31,36,Saturday,11,22,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,-0.2506525322587213,-0.9680771188662041
2008-11-18,3,7,29,32,33,39,Tuesday,11,18,47,-0.222520933956316,-0.9749279121818233,0.8660254037844384,-0.5000000000000004,-0.8743466161445822,-0.4853019625310808
2008-11-15,16,22,23,25,33,41,Saturday,11,15,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.994869323391895,0.10116832198743272
2008-11-11,20,23,36,38,39,40,Tuesday,11,11,46,-0.9009688679024198,-0.4338837391175567,0.8660254037844384,-0.5000000000000004,-0.6121059825476626,0.7907757369376989
2008-11-08,7,14,20,21,26,42,Saturday,11,8,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,-0.05064916883871264,0.9987165071710528
2008-11-04,1,2,5,15,31,33,Tuesday,11,4,45,-0.9009688679024185,0.43388373911755956,0.8660254037844384,-0.5000000000000004,0.6889669190756866,0.72479278722912
2008-11-01,6,13,15,25,36,41,Saturday,11,1,44,-0.22252093395630598,0.9749279121818255,0.8660254037844384,-0.5000000000000004,0.9795299412524945,0.20129852008866006
2008-10-28,5,10,16,28,38,41,Tuesday,10,28,44,-0.22252093395630598,0.9749279121818255,0.5000000000000001,-0.8660254037844386,0.8207634412072763,-0.5712682150947924
2008-10-25,6,12,17,23,26,30,Saturday,10,25,43,0.6234898018587347,0.7818314824680289,0.5000000000000001,-0.8660254037844386,0.3473052528448203,-0.9377521321470804
2008-10-21,2,5,16,20,21,23,Tuesday,10,21,43,0.6234898018587347,0.7818314824680289,0.5000000000000001,-0.8660254037844386,-0.44039415155763423,-0.8978045395707417
2008-10-18,7,11,16,30,31,41,Saturday,10,18,42,1.0,-1.4695761589768238e-15,0.5000000000000001,-0.8660254037844386,-0.8743466161445822,-0.4853019625310808
2008-10-14,1,5,19,32,35,40,Tuesday,10,14,42,1.0,-1.4695761589768238e-15,0.5000000000000001,-0.8660254037844386,-0.9541392564000488,0.29936312297335804
2008-10-11,4,7,31,32,36,40,Saturday,10,11,41,0.6234898018587324,-0.7818314824680307,0.5000000000000001,-0.8660254037844386,-0.6121059825476626,0.7907757369376989
2008-10-07,1,3,8,15,27,40,Tuesday,10,7,41,0.6234898018587324,-0.7818314824680307,0.5000000000000001,-0.8660254037844386,0.1514277775045767,0.9884683243281114
2008-10-04,1,2,34,38,40,41,Saturday,10,4,40,-0.22252093395631578,-0.9749279121818233,0.5000000000000001,-0.8660254037844386,0.6889669190756866,0.72479278722912
2008-09-30,13,16,22,29,32,39,Tuesday,9,30,40,-0.22252093395631578,-0.9749279121818233,-1.8369701987210297e-16,-1.0,0.9795299412524943,-0.20129852008866114
2008-09-27,2,3,8,19,28,40,Saturday,9,27,39,-0.9009688679024197,-0.4338837391175569,-1.8369701987210297e-16,-1.0,0.6889669190756865,-0.72479278722912
2008-09-23,17,19,20,30,39,41,Tuesday,9,23,39,-0.9009688679024197,-0.4338837391175569,-1.8369701987210297e-16,-1.0,-0.05064916883871355,-0.9987165071710528
2008-09-20,1,3,4,9,13,34,Saturday,9,20,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.6121059825476627,-0.7907757369376986
2008-09-16,2,12,13,26,36,37,Tuesday,9,16,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.9948693233918952,-0.10116832198743204
2008-09-13,17,20,26,30,33,37,Saturday,9,13,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.8743466161445821,0.48530196253108104
2008-09-09,4,8,9,13,21,27,Tuesday,9,9,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.2506525322587204,0.9680771188662043
2008-09-06,2,14,18,26,27,29,Saturday,9,6,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,0.3473052528448203,0.9377521321470804
2008-09-02,1,22,23,34,37,38,Tuesday,9,2,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,0.9189578116202306,0.39435585511331855
2008-08-30,3,6,19,25,28,35,Saturday,8,30,35,1.0,-1.2246467991473533e-15,-0.5000000000000004,-0.8660254037844385,0.9795299412524943,-0.20129852008866114
2008-08-26,5,11,13,15,24,42,Tuesday,8,26,35,1.0,-1.2246467991473533e-15,-0.5000000000000004,-0.8660254037844385,0.5289640103269624,-0.8486442574947509
2008-08-23,5,12,15,21,29,39,Saturday,8,23,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,-0.05064916883871355,-0.9987165071710528
2008-08-19,1,3,26,33,39,41,Tuesday,8,19,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,-0.7587581226927911,-0.651372482722222
2008-08-16,5,7,8,21,22,29,Saturday,8,16,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.9948693233918952,-0.10116832198743204
2008-08-12,2,6,7,9,20,24,Tuesday,8,12,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.758758122692791,0.6513724827222223
2008-08-09,1,19,20,25,30,34,Saturday,8,9,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,-0.2506525322587204,0.9680771188662043
2008-08-05,2,7,14,19,24,34,Tuesday,8,5,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,0.5289640103269624,0.8486442574947509
2008-08-02,13,15,20,28,33,42,Saturday,8,2,31,-0.9009688679024187,0.4338837391175591,-0.5000000000000004,-0.8660254037844385,0.9189578116202306,0.39435585511331855
2008-07-29,5,6,12,13,24,25,Tuesday,7,29,31,-0.9009688679024187,0.4338837391175591,-0.8660254037844388,-0.4999999999999997,0.9189578116202306,-0.3943558551133187
2008-07-26,5,6,19,22,39,42,Saturday,7,26,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.5289640103269624,-0.8486442574947509
2008-07-22,13,16,17,22,31,33,Tuesday,7,22,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,-0.2506525322587213,-0.9680771188662041
2008-07-19,3,14,19,28,38,39,Saturday,7,19,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.7587581226927911,-0.651372482722222
2008-07-15,7,11,15,24,25,32,Tuesday,7,15,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.994869323391895,0.10116832198743272
2008-07-12,3,7,10,20,23,38,Saturday,7,12,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.758758122692791,0.6513724827222223
2008-07-08,1,3,5,27,33,42,Tuesday,7,8,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.05064916883871264,0.9987165071710528
2008-07-05,7,14,18,21,25,28,Saturday,7,5,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.5289640103269624,0.8486442574947509
2008-07-01,4,10,34,35,37,38,Tuesday,7,1,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.9795299412524945,0.20129852008866006
2008-06-28,4,7,11,21,29,34,Saturday,6,28,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.8207634412072763,-0.5712682150947924
2008-06-24,4,8,11,14,21,23,Tuesday,6,24,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.15142777750457667,-0.9884683243281114
2008-06-21,8,13,15,19,26,36,Saturday,6,21,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.44039415155763423,-0.8978045395707417
2008-06-17,8,15,18,21,37,41,Tuesday,6,17,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.9541392564000488,-0.2993631229733582
2008-06-14,3,7,26,31,33,41,Saturday,6,14,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.9541392564000488,0.29936312297335804
2008-06-10,4,14,33,39,40,42,Tuesday,6,10,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.4403941515576344,0.8978045395707416
2008-06-07,10,17,20,35,36,39,Saturday,6,7,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,0.1514277775045767,0.9884683243281114
2008-05-31,3,11,12,18,32,37,Saturday,5,31,22,0.6234898018587369,0.7818314824680271,-0.8660254037844387,0.49999999999999994,1.0,-2.4492935982947064e-16
2008-05-27,8,20,23,27,38,40,Tuesday,5,27,22,0.6234898018587369,0.7818314824680271,-0.8660254037844387,0.49999999999999994,0.6889669190756865,-0.72479278722912
2008-05-24,9,10,17,21,22,26,Saturday,5,24,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,0.15142777750457667,-0.9884683243281114
2008-05-17,3,8,11,19,32,35,Saturday,5,17,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.9541392564000488,-0.2993631229733582
2008-05-13,22,26,27,31,36,39,Tuesday,5,13,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.8743466161445821,0.48530196253108104
2008-05-10,3,12,17,26,32,42,Saturday,5,10,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.4403941515576344,0.8978045395707416
2008-05-06,1,6,11,31,35,42,Tuesday,5,6,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,0.3473052528448203,0.9377521321470804
2008-05-03,1,2,19,23,34,41,Saturday,5,3,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.8207634412072763,0.5712682150947923
2008-04-29,7,9,18,28,35,39,Tuesday,4,29,18,-0.9009688679024194,-0.43388373911755757,-0.4999999999999998,0.8660254037844387,0.9189578116202306,-0.3943558551133187
2008-04-26,6,9,16,32,34,37,Saturday,4,26,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.5289640103269624,-0.8486442574947509
2008-04-22,9,15,18,23,28,40,Tuesday,4,22,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,-0.2506525322587213,-0.9680771188662041
2008-04-19,1,16,28,37,41,42,Saturday,4,19,16,-0.22252093395631387,0.9749279121818237,-0.4999999999999998,0.8660254037844387,-0.7587581226927911,-0.651372482722222
2008-04-15,4,6,25,35,38,42,Tuesday,4,15,16,-0.22252093395631387,0.9749279121818237,-0.4999999999999998,0.8660254037844387,-0.994869323391895,0.10116832198743272
2008-04-12,12,22,23,26,36,37,Saturday,4,12,15,0.6234898018587354,0.7818314824680284,-0.4999999999999998,0.8660254037844387,-0.758758122692791,0.6513724827222223
2008-04-08,2,25,30,35,36,42,Tuesday,4,8,15,0.6234898018587354,0.7818314824680284,-0.4999999999999998,0.8660254037844387,-0.05064916883871264,0.9987165071710528
2008-04-05,19,21,29,36,37,42,Saturday,4,5,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,0.5289640103269624,0.8486442574947509
2007-10-06,3,6,20,25,27,41,Saturday,10,6,40,-0.22252093395631578,-0.9749279121818233,0.5000000000000001,-0.8660254037844386,0.3473052528448203,0.9377521321470804
2007-10-02,1,3,9,14,18,26,Tuesday,10,2,40,-0.22252093395631578,-0.9749279121818233,0.5000000000000001,-0.8660254037844386,0.9189578116202306,0.39435585511331855
2007-09-29,6,9,11,21,27,35,Saturday,9,29,39,-0.9009688679024197,-0.4338837391175569,-1.8369701987210297e-16,-1.0,0.9189578116202306,-0.3943558551133187
2007-09-25,6,19,28,33,34,42,Tuesday,9,25,39,-0.9009688679024197,-0.4338837391175569,-1.8369701987210297e-16,-1.0,0.3473052528448203,-0.9377521321470804
2007-09-22,1,5,21,22,27,29,Saturday,9,22,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.2506525322587213,-0.9680771188662041
2007-09-18,13,17,18,22,25,35,Tuesday,9,18,38,-0.9009688679024186,0.43388373911755934,-1.8369701987210297e-16,-1.0,-0.8743466161445822,-0.4853019625310808
2007-09-15,15,17,21,22,23,24,Saturday,9,15,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.994869323391895,0.10116832198743272
2007-09-11,4,13,17,26,34,35,Tuesday,9,11,37,-0.22252093395631314,0.9749279121818238,-1.8369701987210297e-16,-1.0,-0.6121059825476626,0.7907757369376989
2007-09-08,7,17,22,27,31,39,Saturday,9,8,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,-0.05064916883871264,0.9987165071710528
2007-09-04,6,22,32,36,37,39,Tuesday,9,4,36,0.6234898018587345,0.781831482468029,-1.8369701987210297e-16,-1.0,0.6889669190756866,0.72479278722912
2007-09-01,3,6,10,16,26,27,Saturday,9,1,35,1.0,-1.2246467991473533e-15,-1.8369701987210297e-16,-1.0,0.9795299412524945,0.20129852008866006
2007-08-28,1,4,11,32,40,42,Tuesday,8,28,35,1.0,-1.2246467991473533e-15,-0.5000000000000004,-0.8660254037844385,0.8207634412072763,-0.5712682150947924
2007-08-25,4,16,22,26,35,37,Saturday,8,25,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,0.3473052528448203,-0.9377521321470804
2007-08-21,1,3,12,18,24,31,Tuesday,8,21,34,0.6234898018587354,-0.7818314824680284,-0.5000000000000004,-0.8660254037844385,-0.44039415155763423,-0.8978045395707417
2007-08-18,5,8,16,31,36,42,Saturday,8,18,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.8743466161445822,-0.4853019625310808
2007-08-14,6,9,19,27,37,40,Tuesday,8,14,33,-0.22252093395631553,-0.9749279121818234,-0.5000000000000004,-0.8660254037844385,-0.9541392564000488,0.29936312297335804
2007-08-11,10,12,14,21,26,30,Saturday,8,11,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,-0.6121059825476626,0.7907757369376989
2007-08-07,5,19,20,31,35,39,Tuesday,8,7,32,-0.9009688679024196,-0.4338837391175571,-0.5000000000000004,-0.8660254037844385,0.1514277775045767,0.9884683243281114
2007-08-04,2,5,14,26,37,42,Saturday,8,4,31,-0.9009688679024187,0.4338837391175591,-0.5000000000000004,-0.8660254037844385,0.6889669190756866,0.72479278722912
2007-07-31,1,2,11,26,29,40,Tuesday,7,31,31,-0.9009688679024187,0.4338837391175591,-0.8660254037844388,-0.4999999999999997,1.0,-2.4492935982947064e-16
2007-07-28,2,8,10,17,34,42,Saturday,7,28,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.8207634412072763,-0.5712682150947924
2007-07-24,4,13,15,22,28,42,Tuesday,7,24,30,-0.22252093395630992,0.9749279121818246,-0.8660254037844388,-0.4999999999999997,0.15142777750457667,-0.9884683243281114
2007-07-21,4,6,9,14,19,27,Saturday,7,21,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.44039415155763423,-0.8978045395707417
2007-07-17,1,7,10,16,19,31,Tuesday,7,17,29,0.6234898018587344,0.7818314824680291,-0.8660254037844388,-0.4999999999999997,-0.9541392564000488,-0.2993631229733582
2007-07-14,16,20,24,28,30,33,Saturday,7,14,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.9541392564000488,0.29936312297335804
2007-07-10,13,16,17,19,29,30,Tuesday,7,10,28,1.0,-9.797174393178826e-16,-0.8660254037844388,-0.4999999999999997,-0.4403941515576344,0.8978045395707416
2007-07-07,4,6,11,19,31,39,Saturday,7,7,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.1514277775045767,0.9884683243281114
2007-07-03,1,15,22,27,37,41,Tuesday,7,3,27,0.6234898018587328,-0.7818314824680304,-0.8660254037844388,-0.4999999999999997,0.8207634412072763,0.5712682150947923
2007-06-30,5,15,19,21,28,41,Saturday,6,30,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.9795299412524943,-0.20129852008866114
2007-06-26,11,16,26,27,32,33,Tuesday,6,26,26,-0.22252093395631184,-0.9749279121818242,-1.0,1.2246467991473532e-16,0.5289640103269624,-0.8486442574947509
2007-06-23,1,3,11,13,14,27,Saturday,6,23,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.05064916883871355,-0.9987165071710528
2007-06-19,7,25,31,34,35,40,Tuesday,6,19,25,-0.9009688679024195,-0.43388373911755734,-1.0,1.2246467991473532e-16,-0.7587581226927911,-0.651372482722222
2007-06-16,9,10,12,17,21,37,Saturday,6,16,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.9948693233918952,-0.10116832198743204
2007-06-12,2,7,19,25,38,41,Tuesday,6,12,24,-0.9009688679024188,0.4338837391175589,-1.0,1.2246467991473532e-16,-0.758758122692791,0.6513724827222223
2007-06-09,11,13,14,15,24,42,Saturday,6,9,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,-0.2506525322587204,0.9680771188662043
2007-06-05,23,28,32,33,34,39,Tuesday,6,5,23,-0.22252093395631362,0.9749279121818238,-1.0,1.2246467991473532e-16,0.5289640103269624,0.8486442574947509
2007-06-02,12,19,37,39,40,41,Saturday,6,2,22,0.6234898018587369,0.7818314824680271,-1.0,1.2246467991473532e-16,0.9189578116202306,0.39435585511331855
2007-05-29,9,11,12,14,18,22,Tuesday,5,29,22,0.6234898018587369,0.7818314824680271,-0.8660254037844387,0.49999999999999994,0.9189578116202306,-0.3943558551133187
2007-05-26,1,7,12,13,40,42,Saturday,5,26,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,0.5289640103269624,-0.8486442574947509
2007-05-22,4,14,18,23,34,39,Tuesday,5,22,21,1.0,-7.347880794884119e-16,-0.8660254037844387,0.49999999999999994,-0.2506525322587213,-0.9680771188662041
2007-05-19,8,10,18,30,32,34,Saturday,5,19,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.7587581226927911,-0.651372482722222
2007-05-15,3,6,13,14,38,41,Tuesday,5,15,20,0.6234898018587329,-0.7818314824680302,-0.8660254037844387,0.49999999999999994,-0.994869323391895,0.10116832198743272
2007-05-12,2,3,24,27,38,41,Saturday,5,12,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.758758122692791,0.6513724827222223
2007-05-08,8,12,13,19,20,21,Tuesday,5,8,19,-0.22252093395631506,-0.9749279121818235,-0.8660254037844387,0.49999999999999994,-0.05064916883871264,0.9987165071710528
2007-05-05,6,11,12,16,21,26,Saturday,5,5,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.5289640103269624,0.8486442574947509
2007-05-01,8,11,22,28,30,40,Tuesday,5,1,18,-0.9009688679024194,-0.43388373911755757,-0.8660254037844387,0.49999999999999994,0.9795299412524945,0.20129852008866006
2007-04-28,5,6,7,10,28,42,Saturday,4,28,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.8207634412072763,-0.5712682150947924
2007-04-24,16,18,19,25,31,36,Tuesday,4,24,17,-0.9009688679024196,0.43388373911755707,-0.4999999999999998,0.8660254037844387,0.15142777750457667,-0.9884683243281114
2007-04-21,4,11,12,30,31,40,Saturday,4,21,16,-0.22252093395631387,0.9749279121818237,-0.4999999999999998,0.8660254037844387,-0.44039415155763423,-0.8978045395707417
2007-04-17,12,13,16,20,26,40,Tuesday,4,17,16,-0.22252093395631387,0.9749279121818237,-0.4999999999999998,0.8660254037844387,-0.9541392564000488,-0.2993631229733582
2007-04-14,12,13,23,26,29,37,Saturday,4,14,15,0.6234898018587354,0.7818314824680284,-0.4999999999999998,0.8660254037844387,-0.9541392564000488,0.29936312297335804
2007-04-10,1,16,21,29,31,34,Tuesday,4,10,15,0.6234898018587354,0.7818314824680284,-0.4999999999999998,0.8660254037844387,-0.4403941515576344,0.8978045395707416
2007-04-03,1,5,6,19,24,38,Tuesday,4,3,14,1.0,-4.898587196589413e-16,-0.4999999999999998,0.8660254037844387,0.8207634412072763,0.5712682150947923
2007-03-31,1,19,26,31,33,41,Saturday,3,31,13,0.6234898018587346,-0.781831482468029,6.123233995736766e-17,1.0,1.0,-2.4492935982947064e-16
2007-03-27,15,20,21,23,30,36,Tuesday,3,27,13,0.6234898018587346,-0.781831482468029,6.123233995736766e-17,1.0,0.6889669190756865,-0.72479278722912
2007-03-24,20,24,27,28,38,42,Saturday,3,24,12,-0.2225209339563148,-0.9749279121818235,6.123233995736766e-17,1.0,0.15142777750457667,-0.9884683243281114
2007-03-20,3,18,20,36,38,41,Tuesday,3,20,12,-0.2225209339563148,-0.9749279121818235,6.123233995736766e-17,1.0,-0.6121059825476627,-0.7907757369376986
2007-03-17,1,6,7,26,29,33,Saturday,3,17,11,-0.90096886790242,-0.4338837391175562,6.123233995736766e-17,1.0,-0.9541392564000488,-0.2993631229733582
2007-03-13,17,18,23,36,38,39,Tuesday,3,13,11,-0.90096886790242,-0.4338837391175562,6.123233995736766e-17,1.0,-0.8743466161445821,0.48530196253108104
2007-03-10,8,16,26,27,28,31,Saturday,3,10,10,-0.9009688679024189,0.43388373911755845,6.123233995736766e-17,1.0,-0.4403941515576344,0.8978045395707416
2007-03-06,8,12,13,24,26,34,Tuesday,3,6,10,-0.9009688679024189,0.43388373911755845,6.123233995736766e-17,1.0,0.3473052528448203,0.9377521321470804
2007-03-03,2,15,20,25,35,40,Saturday,3,3,9,-0.2225209339563141,0.9749279121818237,6.123233995736766e-17,1.0,0.8207634412072763,0.5712682150947923
2007-02-27,7,17,27,29,37,39,Tuesday,2,27,9,-0.2225209339563141,0.9749279121818237,0.5000000000000001,0.8660254037844386,0.6889669190756865,-0.72479278722912
2007-02-24,2,7,22,25,26,36,Saturday,2,24,8,0.6234898018587337,0.7818314824680296,0.5000000000000001,0.8660254037844386,0.15142777750457667,-0.9884683243281114
2007-02-20,17,23,27,29,30,35,Tuesday,2,20,8,0.6234898018587337,0.7818314824680296,0.5000000000000001,0.8660254037844386,-0.6121059825476627,-0.7907757369376986
2007-02-17,2,4,18,27,38,42,Saturday,2,17,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.9541392564000488,-0.2993631229733582
2007-02-13,6,18,20,27,30,42,Tuesday,2,13,7,1.0,-2.4492935982947064e-16,0.5000000000000001,0.8660254037844386,-0.8743466161445821,0.48530196253108104
2007-02-10,12,29,33,37,38,40,Saturday,2,10,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,-0.4403941515576344,0.8978045395707416
2007-02-06,3,6,13,31,36,42,Tuesday,2,6,6,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,0.3473052528448203,0.9377521321470804
2007-02-03,4,21,24,27,30,34,Saturday,2,3,5,-0.2225209339563146,-0.9749279121818236,0.5000000000000001,0.8660254037844386,0.8207634412072763,0.5712682150947923
2007-01-30,2,3,13,14,26,37,Tuesday,1,30,5,-0.2225209339563146,-0.9749279121818236,0.8660254037844387,0.49999999999999994,0.9795299412524943,-0.20129852008866114
